prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
magic_numbers_intermediate_003,magic_numbers,intermediate,Scientific Computing,Magic Numbers/Strings,1,21,8,73.53,7,0,0,10,Long Parameter List;Magic Numbers/Strings,1,1,yi-coder-9b,en
magic_numbers_intermediate_004,magic_numbers,intermediate,General Software,Magic Numbers/Strings,1,11,2,96.5,0,0,0,6,Long Parameter List;Magic Numbers/Strings,1,1,yi-coder-9b,en
magic_numbers_intermediate_005,magic_numbers,intermediate,E-commerce,Magic Numbers/Strings,1,19,2,94.61,1,0,0,10,Comments (as smell indicator);Global State;Long Parameter List;Magic Numbers/Strings,1,1,yi-coder-9b,en
magic_numbers_intermediate_006,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,29,4,88.57,4,0,0,8,Long Method;Magic Numbers/Strings,1,1,yi-coder-9b,en
message_chains_advanced_001,message_chains,advanced,Finance,Message Chains,1,7,2,100.0,0,0,0,1,Message Chains,1,1,yi-coder-9b,en
message_chains_advanced_002,message_chains,advanced,Healthcare,Message Chains,1,9,3,74.04,0,0,0,1,Message Chains,1,1,yi-coder-9b,en
message_chains_advanced_003,message_chains,advanced,Scientific Computing,Message Chains,1,39,5,83.01,1,0,0,3,Deep Nesting;Global State;Long Method,1,0,yi-coder-9b,en
message_chains_advanced_004,message_chains,advanced,General Software,Message Chains,1,6,2,100.0,0,0,0,1,Message Chains,1,1,yi-coder-9b,en
message_chains_advanced_005,message_chains,advanced,E-commerce,Message Chains,1,42,2,100.0,0,0,0,3,Deep Nesting;Long Method;Magic Numbers/Strings,1,0,yi-coder-9b,en
message_chains_basic_001,message_chains,basic,E-commerce,Message Chains,1,19,2,100.0,0,0,0,3,Global State;Long Method;Magic Numbers/Strings,1,0,yi-coder-9b,en
message_chains_basic_002,message_chains,basic,Finance,Message Chains,1,9,3,100.0,0,0,0,0,,1,0,yi-coder-9b,en
message_chains_basic_003,message_chains,basic,Healthcare,Message Chains,1,27,3,100.0,0,0,0,8,Deep Nesting;Global State;Long Method;Magic Numbers/Strings,1,0,yi-coder-9b,en
message_chains_basic_004,message_chains,basic,Scientific Computing,Message Chains,1,11,3,100.0,0,0,0,1,Message Chains,1,1,yi-coder-9b,en
message_chains_basic_005,message_chains,basic,General Software,Message Chains,1,20,2,100.0,0,0,0,3,Deep Nesting;Global State;Long Method,1,0,yi-coder-9b,en
message_chains_basic_006,message_chains,basic,E-commerce,Message Chains,1,19,2,100.0,0,0,0,3,Global State;Long Method;Magic Numbers/Strings,1,0,yi-coder-9b,en
message_chains_intermediate_001,message_chains,intermediate,Finance,Message Chains,1,8,3,75.16,1,0,0,1,Message Chains,1,1,yi-coder-9b,en
message_chains_intermediate_002,message_chains,intermediate,Healthcare,Message Chains,1,29,2,100.0,0,0,0,4,Deep Nesting;Global State;Long Method;Magic Numbers/Strings,1,0,yi-coder-9b,en
message_chains_intermediate_003,message_chains,intermediate,Scientific Computing,Message Chains,1,8,3,100.0,0,0,0,0,,1,0,yi-coder-9b,en
message_chains_intermediate_004,message_chains,intermediate,General Software,Message Chains,1,21,12,56.0,2,0,0,2,Deep Nesting;Long Method,1,0,yi-coder-9b,en
message_chains_intermediate_005,message_chains,intermediate,E-commerce,Message Chains,1,6,2,100.0,0,0,0,1,Message Chains,1,1,yi-coder-9b,en
middle_man_advanced_001,middle_man,advanced,Finance,Middle Man,1,80,2,100.0,0,0,0,99,Duplicated Code;Middle Man,1,1,yi-coder-9b,en
middle_man_advanced_002,middle_man,advanced,Healthcare,Middle Man,1,58,2,100.0,0,0,0,30,Duplicated Code;Middle Man,1,1,yi-coder-9b,en
middle_man_advanced_003,middle_man,advanced,Scientific Computing,Middle Man,1,92,2,100.0,0,0,0,161,Duplicated Code;God Class / Large Class;Middle Man;Speculative Generality,1,1,yi-coder-9b,en
middle_man_advanced_004,middle_man,advanced,General Software,Middle Man,1,18,2,100.0,0,0,0,11,Duplicated Code;Long Parameter List;Middle Man,1,1,yi-coder-9b,en
middle_man_advanced_005,middle_man,advanced,E-commerce,Middle Man,1,22,2,100.0,0,0,0,8,Duplicated Code;Long Parameter List;Middle Man,1,1,yi-coder-9b,en
middle_man_basic_001,middle_man,basic,E-commerce,Middle Man,1,23,2,100.0,1,1,0,10,Data Class;Duplicated Code;Global State;Middle Man,1,1,yi-coder-9b,en
middle_man_basic_002,middle_man,basic,Finance,Middle Man,1,15,2,100.0,0,0,0,11,Duplicated Code;Middle Man,1,1,yi-coder-9b,en
middle_man_basic_003,middle_man,basic,Healthcare,Middle Man,1,13,2,100.0,0,0,0,5,Data Class;Duplicated Code;Global State;Lazy Class,1,0,yi-coder-9b,en
middle_man_basic_004,middle_man,basic,Scientific Computing,Middle Man,1,9,2,100.0,0,0,0,4,Duplicated Code;Middle Man,1,1,yi-coder-9b,en
middle_man_basic_005,middle_man,basic,General Software,Middle Man,1,29,2,100.0,0,0,0,16,Data Clumps;Duplicated Code;Lazy Class;Middle Man,1,1,yi-coder-9b,en
middle_man_basic_006,middle_man,basic,E-commerce,Middle Man,1,23,2,100.0,1,1,0,10,Data Class;Duplicated Code;Global State;Middle Man,1,1,yi-coder-9b,en
middle_man_intermediate_001,middle_man,intermediate,Finance,Middle Man,1,98,2,100.0,0,0,0,363,Duplicated Code;God Class / Large Class;Middle Man;Speculative Generality,1,1,yi-coder-9b,en
middle_man_intermediate_002,middle_man,intermediate,Healthcare,Middle Man,1,18,2,100.0,0,0,0,13,Duplicated Code;Middle Man,1,1,yi-coder-9b,en
middle_man_intermediate_003,middle_man,intermediate,Scientific Computing,Middle Man,1,24,2,100.0,0,0,0,29,Duplicated Code;Middle Man,1,1,yi-coder-9b,en
middle_man_intermediate_004,middle_man,intermediate,General Software,Middle Man,1,29,2,100.0,0,0,0,26,Duplicated Code;Middle Man;Speculative Generality,1,1,yi-coder-9b,en
middle_man_intermediate_005,middle_man,intermediate,E-commerce,Middle Man,1,29,2,100.0,4,0,0,3,Duplicated Code,1,0,yi-coder-9b,en
parallel_inheritance_advanced_001,parallel_inheritance,advanced,Finance,Parallel Inheritance Hierarchies,1,129,2,100.0,0,0,0,256,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies;Refused Bequest,1,1,yi-coder-9b,en
parallel_inheritance_advanced_002,parallel_inheritance,advanced,Healthcare,Parallel Inheritance Hierarchies,1,67,3,73.14,2,0,0,34,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,yi-coder-9b,en
parallel_inheritance_advanced_003,parallel_inheritance,advanced,Scientific Computing,Parallel Inheritance Hierarchies,1,77,2,100.0,0,0,0,32,Data Class;Duplicated Code;Lazy Class,1,0,yi-coder-9b,en
parallel_inheritance_advanced_004,parallel_inheritance,advanced,General Software,Parallel Inheritance Hierarchies,1,118,2,100.0,0,0,0,82,Data Class;Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies;Refused Bequest,1,1,yi-coder-9b,en
parallel_inheritance_advanced_005,parallel_inheritance,advanced,E-commerce,Parallel Inheritance Hierarchies,1,129,2,100.0,0,0,0,256,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies;Refused Bequest,1,1,yi-coder-9b,en
parallel_inheritance_basic_001,parallel_inheritance,basic,E-commerce,Parallel Inheritance Hierarchies,1,76,2,100.0,0,0,0,64,Duplicated Code;Global State;Lazy Class;Parallel Inheritance Hierarchies,1,1,yi-coder-9b,en
parallel_inheritance_basic_002,parallel_inheritance,basic,Finance,Parallel Inheritance Hierarchies,1,50,2,100.0,0,0,0,28,Duplicated Code;Lazy Class;Parallel Inheritance Hierarchies,1,1,yi-coder-9b,en
parallel_inheritance_basic_003,parallel_inheritance,basic,Healthcare,Parallel Inheritance Hierarchies,1,57,4,49.91,8,0,0,22,Data Class;Duplicated Code;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,yi-coder-9b,en
parallel_inheritance_basic_004,parallel_inheritance,basic,Scientific Computing,Parallel Inheritance Hierarchies,1,50,2,100.0,0,0,0,17,Duplicated Code;Global State;Lazy Class,1,0,yi-coder-9b,en
parallel_inheritance_basic_005,parallel_inheritance,basic,General Software,Parallel Inheritance Hierarchies,1,41,2,100.0,0,0,0,18,Duplicated Code;Lazy Class,1,0,yi-coder-9b,en
parallel_inheritance_basic_006,parallel_inheritance,basic,E-commerce,Parallel Inheritance Hierarchies,1,76,2,100.0,0,0,0,64,Duplicated Code;Global State;Lazy Class;Parallel Inheritance Hierarchies,1,1,yi-coder-9b,en
parallel_inheritance_intermediate_001,parallel_inheritance,intermediate,Finance,Parallel Inheritance Hierarchies,1,81,2,100.0,0,0,0,76,Data Class;Data Clumps;Duplicated Code;Lazy Class;Speculative Generality,1,0,yi-coder-9b,en
parallel_inheritance_intermediate_002,parallel_inheritance,intermediate,Healthcare,Parallel Inheritance Hierarchies,1,72,3,44.92,3,0,0,62,Duplicated Code;Lazy Class;Magic Numbers/Strings;Parallel Inheritance Hierarchies,1,1,yi-coder-9b,en
parallel_inheritance_intermediate_003,parallel_inheritance,intermediate,Scientific Computing,Parallel Inheritance Hierarchies,1,39,2,100.0,0,0,0,32,Data Class;Duplicated Code;Lazy Class;Long Parameter List,1,0,yi-coder-9b,en
parallel_inheritance_intermediate_004,parallel_inheritance,intermediate,General Software,Parallel Inheritance Hierarchies,1,48,2,100.0,0,0,0,15,Duplicated Code,1,0,yi-coder-9b,en
parallel_inheritance_intermediate_005,parallel_inheritance,intermediate,E-commerce,Parallel Inheritance Hierarchies,1,85,2,100.0,0,0,0,129,Data Class;Data Clumps;Duplicated Code;Lazy Class;Long Parameter List;Parallel Inheritance Hierarchies,1,1,yi-coder-9b,en
primitive_obsession_advanced_001,primitive_obsession,advanced,Healthcare,Primitive Obsession,1,20,2,100.0,1,0,0,6,Data Class;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_advanced_002,primitive_obsession,advanced,Scientific Computing,Primitive Obsession,1,58,2,100.0,1,0,0,55,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_advanced_003,primitive_obsession,advanced,General Software,Primitive Obsession,1,16,2,100.0,1,0,0,9,Data Class;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_advanced_004,primitive_obsession,advanced,E-commerce,Primitive Obsession,1,44,2,100.0,1,0,0,39,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_advanced_005,primitive_obsession,advanced,Finance,Primitive Obsession,1,20,2,100.0,1,0,0,6,Data Class;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_advanced_006,primitive_obsession,advanced,Healthcare,Primitive Obsession,1,58,2,100.0,1,0,0,55,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_basic_001,primitive_obsession,basic,E-commerce,Primitive Obsession,1,3,1,100.0,0,0,0,1,Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_basic_002,primitive_obsession,basic,Finance,Primitive Obsession,1,22,2,81.57,0,0,0,14,Global State;Long Method;Long Parameter List;Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_basic_003,primitive_obsession,basic,Healthcare,Primitive Obsession,1,10,1,100.0,0,0,0,6,Global State;Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_basic_004,primitive_obsession,basic,Scientific Computing,Primitive Obsession,1,5,1,100.0,0,0,0,4,Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_basic_005,primitive_obsession,basic,General Software,Primitive Obsession,1,14,2,100.0,1,0,0,0,,0,,yi-coder-9b,en
primitive_obsession_basic_006,primitive_obsession,basic,E-commerce,Primitive Obsession,1,5,1,100.0,0,0,0,5,Global State;Magic Numbers/Strings,0,,yi-coder-9b,en
primitive_obsession_intermediate_001,primitive_obsession,intermediate,Finance,Primitive Obsession,1,44,2,100.0,1,0,0,33,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_intermediate_002,primitive_obsession,intermediate,Healthcare,Primitive Obsession,1,54,2,100.0,1,0,0,60,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_intermediate_003,primitive_obsession,intermediate,Scientific Computing,Primitive Obsession,1,37,2,100.0,0,0,0,36,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_intermediate_004,primitive_obsession,intermediate,General Software,Primitive Obsession,1,82,1,100.0,0,0,0,12,Duplicated Code;Long Method;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_intermediate_005,primitive_obsession,intermediate,E-commerce,Primitive Obsession,1,66,3,47.83,2,0,0,27,Data Class;Data Clumps;Duplicated Code;Long Parameter List,0,,yi-coder-9b,en
primitive_obsession_intermediate_006,primitive_obsession,intermediate,Finance,Primitive Obsession,1,44,2,100.0,1,0,0,33,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,0,,yi-coder-9b,en
refused_bequest_advanced_001,refused_bequest,advanced,Finance,Refused Bequest,1,54,2,100.0,0,0,0,62,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_advanced_002,refused_bequest,advanced,Healthcare,Refused Bequest,1,32,2,100.0,0,0,0,17,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_advanced_003,refused_bequest,advanced,Scientific Computing,Refused Bequest,1,26,2,100.0,0,0,0,9,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_advanced_004,refused_bequest,advanced,General Software,Refused Bequest,1,34,2,100.0,0,0,0,23,Duplicated Code,1,0,yi-coder-9b,en
refused_bequest_advanced_005,refused_bequest,advanced,E-commerce,Refused Bequest,1,32,2,100.0,0,0,0,15,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_basic_001,refused_bequest,basic,E-commerce,Refused Bequest,1,21,2,61.14,0,0,0,3,Duplicated Code,1,0,yi-coder-9b,en
refused_bequest_basic_002,refused_bequest,basic,Finance,Refused Bequest,1,12,2,100.0,1,0,0,3,Duplicated Code,1,0,yi-coder-9b,en
refused_bequest_basic_003,refused_bequest,basic,Healthcare,Refused Bequest,1,20,2,100.0,0,0,0,6,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_basic_004,refused_bequest,basic,Scientific Computing,Refused Bequest,1,31,2,57.44,0,0,0,8,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_basic_005,refused_bequest,basic,General Software,Refused Bequest,1,14,2,100.0,0,0,0,1,Lazy Class,1,0,yi-coder-9b,en
refused_bequest_basic_006,refused_bequest,basic,E-commerce,Refused Bequest,1,21,2,61.14,0,0,0,3,Duplicated Code,1,0,yi-coder-9b,en
refused_bequest_intermediate_001,refused_bequest,intermediate,Finance,Refused Bequest,1,26,2,100.0,0,0,0,14,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_intermediate_002,refused_bequest,intermediate,Healthcare,Refused Bequest,1,26,2,100.0,0,0,0,10,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_intermediate_003,refused_bequest,intermediate,Scientific Computing,Refused Bequest,1,29,2,100.0,0,0,0,12,Duplicated Code,1,0,yi-coder-9b,en
refused_bequest_intermediate_004,refused_bequest,intermediate,General Software,Refused Bequest,1,29,2,100.0,0,0,0,24,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
refused_bequest_intermediate_005,refused_bequest,intermediate,E-commerce,Refused Bequest,1,33,2,100.0,0,0,0,32,Duplicated Code;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
shotgun_surgery_advanced_001,shotgun_surgery,advanced,Finance,Shotgun Surgery,1,62,3,100.0,0,0,0,33,Data Class;Duplicated Code;Lazy Class,0,,yi-coder-9b,en
shotgun_surgery_advanced_002,shotgun_surgery,advanced,Healthcare,Shotgun Surgery,1,56,2,100.0,0,0,0,50,Duplicated Code;Lazy Class,0,,yi-coder-9b,en
shotgun_surgery_advanced_003,shotgun_surgery,advanced,Scientific Computing,Shotgun Surgery,1,58,3,100.0,0,0,0,14,Data Class;Duplicated Code;Lazy Class,0,,yi-coder-9b,en
shotgun_surgery_advanced_004,shotgun_surgery,advanced,General Software,Shotgun Surgery,1,55,4,76.04,1,0,0,24,Data Class;Deep Nesting;Duplicated Code;Global State;Lazy Class;Speculative Generality,0,,yi-coder-9b,en
shotgun_surgery_advanced_005,shotgun_surgery,advanced,E-commerce,Shotgun Surgery,1,61,2,100.0,0,0,0,19,Duplicated Code;Lazy Class,0,,yi-coder-9b,en
shotgun_surgery_basic_001,shotgun_surgery,basic,E-commerce,Shotgun Surgery,1,20,1,100.0,0,0,0,11,Data Clumps;Duplicated Code,0,,yi-coder-9b,en
shotgun_surgery_basic_002,shotgun_surgery,basic,Finance,Shotgun Surgery,1,40,2,100.0,3,0,0,9,Data Class;Duplicated Code;Lazy Class;Speculative Generality,0,,yi-coder-9b,en
shotgun_surgery_basic_003,shotgun_surgery,basic,Healthcare,Shotgun Surgery,1,50,3,69.42,0,0,0,17,Duplicated Code;Magic Numbers/Strings,0,,yi-coder-9b,en
shotgun_surgery_basic_004,shotgun_surgery,basic,Scientific Computing,Shotgun Surgery,1,20,1,100.0,0,0,0,5,Global State,0,,yi-coder-9b,en
shotgun_surgery_basic_005,shotgun_surgery,basic,General Software,Shotgun Surgery,1,51,2,100.0,2,0,0,10,Data Class;Duplicated Code;Global State;Lazy Class;Long Method;Magic Numbers/Strings,0,,yi-coder-9b,en
shotgun_surgery_basic_006,shotgun_surgery,basic,E-commerce,Shotgun Surgery,1,20,1,100.0,0,0,0,11,Data Clumps;Duplicated Code,0,,yi-coder-9b,en
shotgun_surgery_intermediate_001,shotgun_surgery,intermediate,Finance,Shotgun Surgery,1,62,2,100.0,0,0,0,37,Duplicated Code,0,,yi-coder-9b,en
shotgun_surgery_intermediate_002,shotgun_surgery,intermediate,Healthcare,Shotgun Surgery,1,67,3,49.06,0,0,0,24,Data Class;Duplicated Code;Lazy Class,0,,yi-coder-9b,en
shotgun_surgery_intermediate_003,shotgun_surgery,intermediate,Scientific Computing,Shotgun Surgery,1,60,2,100.0,0,0,0,28,Duplicated Code;Global State;Magic Numbers/Strings,0,,yi-coder-9b,en
shotgun_surgery_intermediate_004,shotgun_surgery,intermediate,General Software,Shotgun Surgery,1,48,2,100.0,0,0,0,33,Data Class;Duplicated Code,0,,yi-coder-9b,en
shotgun_surgery_intermediate_005,shotgun_surgery,intermediate,E-commerce,Shotgun Surgery,1,66,3,100.0,23,3,0,8,Feature Envy;Global State;Lazy Class;Magic Numbers/Strings,0,,yi-coder-9b,en
speculative_generality_advanced_001,speculative_generality,advanced,Finance,Speculative Generality,1,42,4,82.59,1,1,0,5,Global State;Lazy Class;Magic Numbers/Strings,1,0,yi-coder-9b,en
speculative_generality_advanced_002,speculative_generality,advanced,Healthcare,Speculative Generality,1,77,4,100.0,3,0,0,39,Dead Code;Duplicated Code;Lazy Class;Middle Man;Refused Bequest;Speculative Generality,1,1,yi-coder-9b,en
speculative_generality_advanced_003,speculative_generality,advanced,Scientific Computing,Speculative Generality,1,81,4,70.95,13,1,0,17,Dead Code;Global State;Long Method;Long Parameter List;Message Chains,1,0,yi-coder-9b,en
speculative_generality_advanced_004,speculative_generality,advanced,General Software,Speculative Generality,1,46,3,54.68,1,0,0,3,Data Class;Lazy Class;Long Method,1,0,yi-coder-9b,en
speculative_generality_advanced_005,speculative_generality,advanced,E-commerce,Speculative Generality,1,42,4,82.59,1,1,0,5,Global State;Lazy Class;Magic Numbers/Strings,1,0,yi-coder-9b,en
speculative_generality_basic_001,speculative_generality,basic,E-commerce,Speculative Generality,1,22,3,100.0,0,0,0,5,Global State;Lazy Class;Magic Numbers/Strings,1,0,yi-coder-9b,en
speculative_generality_basic_002,speculative_generality,basic,Finance,Speculative Generality,1,30,3,86.72,1,0,0,1,Duplicated Code,1,0,yi-coder-9b,en
speculative_generality_basic_003,speculative_generality,basic,Healthcare,Speculative Generality,1,67,10,44.23,4,0,0,8,Deep Nesting;Duplicated Code;Long Method;Switch Statements,1,0,yi-coder-9b,en
speculative_generality_basic_004,speculative_generality,basic,Scientific Computing,Speculative Generality,1,53,3,69.34,1,0,0,7,Data Class;Duplicated Code;Global State;Lazy Class;Message Chains,1,0,yi-coder-9b,en
speculative_generality_basic_005,speculative_generality,basic,General Software,Speculative Generality,1,97,7,44.99,7,0,0,13,Data Clumps;Deep Nesting;Duplicated Code;Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,1,0,yi-coder-9b,en
speculative_generality_basic_006,speculative_generality,basic,E-commerce,Speculative Generality,1,22,3,100.0,0,0,0,5,Global State;Lazy Class;Magic Numbers/Strings,1,0,yi-coder-9b,en
speculative_generality_intermediate_001,speculative_generality,intermediate,Finance,Speculative Generality,1,53,2,100.0,0,0,0,21,Duplicated Code;Global State;Lazy Class,1,0,yi-coder-9b,en
speculative_generality_intermediate_002,speculative_generality,intermediate,Healthcare,Speculative Generality,1,86,3,100.0,1,0,0,9,Comments (as smell indicator);Dead Code;Duplicated Code;Feature Envy;Global State;Lazy Class;Magic Numbers/Strings,1,0,yi-coder-9b,en
speculative_generality_intermediate_003,speculative_generality,intermediate,Scientific Computing,Speculative Generality,1,75,9,69.85,1,0,0,15,Deep Nesting;Duplicated Code;Feature Envy;Global State;Long Parameter List;Magic Numbers/Strings;Middle Man,1,0,yi-coder-9b,en
speculative_generality_intermediate_004,speculative_generality,intermediate,General Software,Speculative Generality,1,40,1,100.0,10,6,0,19,Global State;Lazy Class;Magic Numbers/Strings,1,0,yi-coder-9b,en
speculative_generality_intermediate_005,speculative_generality,intermediate,E-commerce,Speculative Generality,1,14,2,72.14,2,0,0,4,Dead Code;Global State;Lazy Class,1,0,yi-coder-9b,en
switch_statements_advanced_001,switch_statements,advanced,Healthcare,Switch Statements,1,40,18,45.54,3,0,0,16,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,yi-coder-9b,en
switch_statements_advanced_002,switch_statements,advanced,Scientific Computing,Switch Statements,1,39,12,61.92,10,0,0,5,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,yi-coder-9b,en
switch_statements_advanced_003,switch_statements,advanced,General Software,Switch Statements,1,13,15,56.26,2,0,0,1,Long Parameter List,1,0,yi-coder-9b,en
switch_statements_advanced_004,switch_statements,advanced,E-commerce,Switch Statements,1,43,14,48.69,3,0,0,4,Deep Nesting;Long Method;Long Parameter List;Switch Statements,1,1,yi-coder-9b,en
switch_statements_advanced_005,switch_statements,advanced,Finance,Switch Statements,1,14,1,100.0,1,0,0,1,Long Parameter List,1,0,yi-coder-9b,en
switch_statements_advanced_006,switch_statements,advanced,Healthcare,Switch Statements,1,40,18,45.54,3,0,0,16,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,yi-coder-9b,en
switch_statements_basic_001,switch_statements,basic,E-commerce,Switch Statements,1,13,6,63.52,1,0,0,6,Magic Numbers/Strings;Switch Statements,1,1,yi-coder-9b,en
switch_statements_basic_002,switch_statements,basic,Finance,Switch Statements,1,13,6,63.52,1,0,0,6,Magic Numbers/Strings;Switch Statements,1,1,yi-coder-9b,en
switch_statements_basic_003,switch_statements,basic,Healthcare,Switch Statements,1,18,6,91.57,0,0,0,2,Long Method;Switch Statements,1,1,yi-coder-9b,en
switch_statements_basic_004,switch_statements,basic,Scientific Computing,Switch Statements,1,16,1,100.0,0,0,0,0,,1,0,yi-coder-9b,en
switch_statements_basic_005,switch_statements,basic,General Software,Switch Statements,1,12,5,93.79,0,0,0,11,Magic Numbers/Strings;Switch Statements,1,1,yi-coder-9b,en
switch_statements_basic_006,switch_statements,basic,E-commerce,Switch Statements,1,26,6,86.78,0,0,0,2,Long Method;Switch Statements,1,1,yi-coder-9b,en
switch_statements_intermediate_001,switch_statements,intermediate,Finance,Switch Statements,1,88,25,68.62,3,0,0,5,Long Method;Switch Statements,1,1,yi-coder-9b,en
switch_statements_intermediate_002,switch_statements,intermediate,Healthcare,Switch Statements,1,100,29,66.26,3,0,0,3,Comments (as smell indicator);Long Method;Switch Statements,1,1,yi-coder-9b,en
switch_statements_intermediate_003,switch_statements,intermediate,Scientific Computing,Switch Statements,1,63,37,65.36,2,0,0,2,Long Method;Switch Statements,1,1,yi-coder-9b,en
switch_statements_intermediate_004,switch_statements,intermediate,General Software,Switch Statements,1,22,9,56.19,1,0,0,1,Long Method,1,0,yi-coder-9b,en
switch_statements_intermediate_005,switch_statements,intermediate,E-commerce,Switch Statements,1,15,13,86.72,0,0,0,0,,1,0,yi-coder-9b,en
switch_statements_intermediate_006,switch_statements,intermediate,Finance,Switch Statements,1,88,25,68.62,3,0,0,5,Long Method;Switch Statements,1,1,yi-coder-9b,en
temporary_field_advanced_001,temporary_field,advanced,Finance,Temporary Field,1,16,2,100.0,0,0,0,0,,1,0,yi-coder-9b,en
temporary_field_advanced_002,temporary_field,advanced,Healthcare,Temporary Field,1,28,2,100.0,1,0,0,10,Duplicated Code;Long Parameter List;Temporary Field,1,1,yi-coder-9b,en
temporary_field_advanced_003,temporary_field,advanced,Scientific Computing,Temporary Field,1,25,2,100.0,1,0,0,10,Duplicated Code;Long Parameter List;Temporary Field,1,1,yi-coder-9b,en
temporary_field_advanced_004,temporary_field,advanced,General Software,Temporary Field,1,65,2,100.0,0,0,0,94,Data Class;Duplicated Code;God Class / Large Class;Temporary Field,1,1,yi-coder-9b,en
temporary_field_advanced_005,temporary_field,advanced,E-commerce,Temporary Field,1,16,2,100.0,0,0,0,0,,1,0,yi-coder-9b,en
temporary_field_basic_001,temporary_field,basic,E-commerce,Temporary Field,1,16,2,100.0,0,0,0,3,Temporary Field,1,1,yi-coder-9b,en
temporary_field_basic_002,temporary_field,basic,Finance,Temporary Field,1,24,2,87.51,0,0,0,5,Duplicated Code;Magic Numbers/Strings,1,0,yi-coder-9b,en
temporary_field_basic_003,temporary_field,basic,Healthcare,Temporary Field,1,26,4,100.0,1,0,0,3,Deep Nesting;Duplicated Code,1,0,yi-coder-9b,en
temporary_field_basic_004,temporary_field,basic,Scientific Computing,Temporary Field,1,14,2,96.29,0,0,0,5,Duplicated Code;Temporary Field,1,1,yi-coder-9b,en
temporary_field_basic_005,temporary_field,basic,General Software,Temporary Field,1,29,3,85.94,0,0,0,3,Long Method;Magic Numbers/Strings,1,0,yi-coder-9b,en
temporary_field_basic_006,temporary_field,basic,E-commerce,Temporary Field,1,16,2,100.0,0,0,0,3,Temporary Field,1,1,yi-coder-9b,en
temporary_field_intermediate_001,temporary_field,intermediate,Finance,Temporary Field,1,8,2,100.0,0,0,0,2,Data Class;Lazy Class,1,0,yi-coder-9b,en
temporary_field_intermediate_002,temporary_field,intermediate,Healthcare,Temporary Field,1,8,2,100.0,1,0,0,3,Data Class;Lazy Class;Long Parameter List,1,0,yi-coder-9b,en
temporary_field_intermediate_003,temporary_field,intermediate,Scientific Computing,Temporary Field,1,27,2,92.11,0,0,0,9,Duplicated Code;Long Parameter List;Temporary Field,1,1,yi-coder-9b,en
temporary_field_intermediate_004,temporary_field,intermediate,General Software,Temporary Field,1,7,2,100.0,0,0,0,3,Data Class;Lazy Class;Long Parameter List,1,0,yi-coder-9b,en
